,date,state,fips,cases,deaths,month
3417,2020-03-05,Vermont,50,897,52,3
3416,2020-03-05,Utah,49,5175,50,3
3415,2020-03-05,Texas,48,32299,890,3
3414,2020-03-05,Tennessee,47,12871,211,3
3413,2020-03-05,South Dakota,46,2630,21,3
3412,2020-03-05,South Carolina,45,6626,275,3
3410,2020-03-05,Puerto Rico,72,1806,97,3
3398,2020-03-05,Nevada,32,5473,262,3
3409,2020-03-05,Pennsylvania,42,52079,2843,3
3408,2020-03-05,Oregon,41,2680,109,3
3407,2020-03-05,Oklahoma,40,3972,238,3
3406,2020-03-05,Ohio,39,19914,1038,3
3405,2020-03-05,Northern Mariana Islands,69,14,2,3
3404,2020-03-05,North Dakota,38,1191,25,3
3403,2020-03-05,North Carolina,37,11668,436,3
3402,2020-03-05,New York,36,321833,24576,3
3401,2020-03-05,New Mexico,35,3850,151,3
3400,2020-03-05,New Jersey,34,126744,7871,3
3399,2020-03-05,New Hampshire,33,2518,86,3
3370,2020-03-05,Alaska,2,366,7,3
3369,2020-03-05,Alabama,1,7888,290,3
6724,2020-03-07,Alabama,1,41865,1006,3
6764,2020-03-07,Pennsylvania,42,93418,6790,3
6753,2020-03-07,Nevada,32,20878,530,3
6754,2020-03-07,New Hampshire,33,5857,376,3
6755,2020-03-07,New Jersey,34,174598,15164,3
6756,2020-03-07,New Mexico,35,12776,511,3
6757,2020-03-07,New York,36,400561,31836,3
6758,2020-03-07,North Carolina,37,70447,1413,3
6759,2020-03-07,North Dakota,38,3731,89,3
6760,2020-03-07,Northern Mariana Islands,69,31,2,3
6761,2020-03-07,Ohio,39,55257,2903,3
6762,2020-03-07,Oklahoma,40,15065,398,3
6763,2020-03-07,Oregon,41,9643,215,3
6765,2020-03-07,Puerto Rico,72,7683,154,3
6725,2020-03-07,Alaska,2,1284,13,3
6766,2020-03-07,Rhode Island,44,16991,960,3
6767,2020-03-07,South Carolina,45,41532,793,3
6768,2020-03-07,South Dakota,46,6978,97,3
6769,2020-03-07,Tennessee,47,47882,626,3
6770,2020-03-07,Texas,48,189418,2608,3
6771,2020-03-07,Utah,49,24070,181,3
6772,2020-03-07,Vermont,50,1236,56,3
6773,2020-03-07,Virgin Islands,78,111,6,3
6774,2020-03-07,Virginia,51,64393,1845,3
6775,2020-03-07,Washington,53,36417,1353,3
6776,2020-03-07,West Virginia,54,3126,93,3
6752,2020-03-07,Nebraska,31,19660,285,3
6751,2020-03-07,Montana,30,1128,23,3
6750,2020-03-07,Missouri,29,23620,1060,3
6749,2020-03-07,Mississippi,28,29684,1103,3
6726,2020-03-07,Arizona,4,91894,1802,3
6727,2020-03-07,Arkansas,5,22622,281,3
6728,2020-03-07,California,6,256298,6315,3
6729,2020-03-07,Colorado,8,33607,1701,3
6730,2020-03-07,Connecticut,9,46717,4335,3
6731,2020-03-07,Delaware,10,11923,512,3
6732,2020-03-07,District of Columbia,11,10435,555,3
6733,2020-03-07,Florida,12,178586,3683,3
6734,2020-03-07,Georgia,13,85079,2808,3
6735,2020-03-07,Guam,66,1255,6,3
6736,2020-03-07,Hawaii,15,957,19,3
6737,2020-03-07,Idaho,16,7034,94,3
6738,2020-03-07,Illinois,17,147293,7222,3
6739,2020-03-07,Indiana,18,48099,2682,3
6740,2020-03-07,Iowa,19,30631,721,3
6741,2020-03-07,Kansas,20,16015,283,3
6742,2020-03-07,Kentucky,21,16655,608,3
5080,2020-03-06,Connecticut,9,43091,3989,3
6744,2020-03-07,Maine,23,3373,105,3
6745,2020-03-07,Maryland,24,69422,3223,3
6746,2020-03-07,Massachusetts,25,109628,8149,3
6747,2020-03-07,Michigan,26,72306,6219,3
6748,2020-03-07,Minnesota,27,37661,1503,3
3423,2020-03-05,Wyoming,56,586,7,3
5128,2020-03-06,Wyoming,56,915,17,3
5127,2020-03-06,Wisconsin,55,19614,618,3
5114,2020-03-06,Pennsylvania,42,77871,5742,3
5103,2020-03-06,Nevada,32,8950,429,3
5104,2020-03-06,New Hampshire,33,4795,265,3
5105,2020-03-06,New Jersey,34,162068,11880,3
5106,2020-03-06,New Mexico,35,8140,375,3
5107,2020-03-06,New York,36,378924,29918,3
5108,2020-03-06,North Carolina,37,31013,971,3
5109,2020-03-06,North Dakota,38,2682,69,3
5110,2020-03-06,Northern Mariana Islands,69,24,2,3
5111,2020-03-06,Ohio,39,36792,2299,3
5112,2020-03-06,Oklahoma,40,6805,341,3
5113,2020-03-06,Oregon,41,4399,159,3
5115,2020-03-06,Puerto Rico,72,4023,140,3
1769,2020-03-04,Virginia,51,2011,46,3
5116,2020-03-06,Rhode Island,44,15219,742,3
5117,2020-03-06,South Carolina,45,12651,518,3
5118,2020-03-06,South Dakota,46,5161,62,3
5119,2020-03-06,Tennessee,47,25024,386,3
5120,2020-03-06,Texas,48,69546,1766,3
5121,2020-03-06,Utah,49,10558,117,3
5122,2020-03-06,Vermont,50,990,55,3
5123,2020-03-06,Virgin Islands,78,71,6,3
1773,2020-03-04,Wyoming,56,167,0,3
1772,2020-03-04,Wisconsin,55,1916,50,3
1771,2020-03-04,West Virginia,54,242,2,3
5102,2020-03-06,Nebraska,31,14866,189,3
5101,2020-03-06,Montana,30,525,17,3
5100,2020-03-06,Missouri,29,14020,801,3
5099,2020-03-06,Mississippi,28,16322,782,3
5078,2020-03-06,California,6,120407,4422,3
5077,2020-03-06,Arkansas,5,8067,142,3
5076,2020-03-06,Arizona,4,22245,983,3
5075,2020-03-06,Alaska,2,516,8,3
5074,2020-03-06,Alabama,1,18851,653,3
5081,2020-03-06,Delaware,10,9712,375,3
5082,2020-03-06,District of Columbia,11,9016,473,3
5083,2020-03-06,Florida,12,58756,2565,3
5084,2020-03-06,Georgia,13,46711,2092,3
5085,2020-03-06,Guam,66,1146,6,3
5086,2020-03-06,Hawaii,15,643,17,3
5087,2020-03-06,Idaho,16,2990,83,3
5088,2020-03-06,Illinois,17,124279,5665,3
5089,2020-03-06,Indiana,18,36609,2207,3
5090,2020-03-06,Iowa,19,20376,574,3
5091,2020-03-06,Kansas,20,10281,227,3
5092,2020-03-06,Kentucky,21,10485,458,3
5093,2020-03-06,Louisiana,22,41244,2870,3
5094,2020-03-06,Maine,23,2418,95,3
5095,2020-03-06,Maryland,24,55617,2641,3
5096,2020-03-06,Massachusetts,25,101592,7152,3
5097,2020-03-06,Michigan,26,58990,5579,3
5098,2020-03-06,Minnesota,27,25881,1097,3
1770,2020-03-04,Washington,53,6967,293,3
1768,2020-03-04,Virgin Islands,78,38,0,3
5126,2020-03-06,West Virginia,54,2077,78,3
1728,2020-03-04,Florida,12,10260,169,3
1739,2020-03-04,Maine,23,432,9,3
1738,2020-03-04,Louisiana,22,10299,370,3
1737,2020-03-04,Kentucky,21,762,34,3
1736,2020-03-04,Kansas,20,625,19,3
1735,2020-03-04,Iowa,19,699,11,3
1734,2020-03-04,Indiana,18,3455,118,3
1733,2020-03-04,Illinois,17,8904,212,3
1732,2020-03-04,Idaho,16,1012,10,3
1731,2020-03-04,Hawaii,15,317,3,3
1730,2020-03-04,Guam,66,154,4,3
1729,2020-03-04,Georgia,13,5967,198,3
1727,2020-03-04,District of Columbia,11,757,15,3
1767,2020-03-04,Vermont,50,389,17,3
1726,2020-03-04,Delaware,10,450,14,3
1725,2020-03-04,Connecticut,9,4915,132,3
1724,2020-03-04,Colorado,8,4182,110,3
1723,2020-03-04,California,6,12569,282,3
1722,2020-03-04,Arkansas,5,738,12,3
1721,2020-03-04,Arizona,4,1769,41,3
1720,2020-03-04,Alaska,2,156,2,3
1719,2020-03-04,Alabama,1,1535,38,3
5124,2020-03-06,Virginia,51,46905,1428,3
5125,2020-03-06,Washington,53,23776,1145,3
1394,2020-03-28,Colorado,8,2061,44,3
1740,2020-03-04,Maryland,24,2758,42,3
1741,2020-03-04,Massachusetts,25,10402,192,3
1742,2020-03-04,Michigan,26,12669,478,3
1743,2020-03-04,Minnesota,27,789,22,3
1766,2020-03-04,Utah,49,1248,7,3
1765,2020-03-04,Texas,48,5773,98,3
1764,2020-03-04,Tennessee,47,3032,38,3
1763,2020-03-04,South Dakota,46,187,2,3
1762,2020-03-04,South Carolina,45,1700,34,3
1761,2020-03-04,Rhode Island,44,711,14,3
1760,2020-03-04,Puerto Rico,72,378,15,3
1759,2020-03-04,Pennsylvania,42,8420,102,3
1758,2020-03-04,Oregon,41,899,22,3
1757,2020-03-04,Oklahoma,40,989,38,3
1756,2020-03-04,Ohio,39,3312,91,3
1755,2020-03-04,Northern Mariana Islands,69,8,1,3
1754,2020-03-04,North Dakota,38,173,3,3
1753,2020-03-04,North Carolina,37,2093,23,3
1752,2020-03-04,New York,36,103689,3716,3
1751,2020-03-04,New Mexico,35,495,10,3
1750,2020-03-04,New Jersey,34,29895,647,3
1749,2020-03-04,New Hampshire,33,540,7,3
1748,2020-03-04,Nevada,32,1549,43,3
1747,2020-03-04,Nebraska,31,297,6,3
1746,2020-03-04,Montana,30,262,5,3
1745,2020-03-04,Missouri,29,2113,36,3
1744,2020-03-04,Mississippi,28,1358,29,3
6777,2020-03-07,Wisconsin,55,33565,804,3
6743,2020-03-07,Louisiana,22,63397,3278,3
5079,2020-03-06,Colorado,8,27046,1494,3
1480,2020-03-29,Northern Mariana Islands,69,2,0,3
1482,2020-03-29,Oklahoma,40,429,16,3
1483,2020-03-29,Oregon,41,549,13,3
1484,2020-03-29,Pennsylvania,42,3441,40,3
1485,2020-03-29,Puerto Rico,72,127,5,3
1486,2020-03-29,Rhode Island,44,294,3,3
1487,2020-03-29,South Carolina,45,775,16,3
1488,2020-03-29,South Dakota,46,90,1,3
1489,2020-03-29,Tennessee,47,1569,7,3
1490,2020-03-29,Texas,48,2722,35,3
1491,2020-03-29,Utah,49,719,2,3
1492,2020-03-29,Vermont,50,235,12,3
1493,2020-03-29,Virgin Islands,78,23,0,3
1494,2020-03-29,Virginia,51,889,22,3
1495,2020-03-29,Washington,53,4897,209,3
1496,2020-03-29,West Virginia,54,124,1,3
1497,2020-03-29,Wisconsin,55,1120,17,3
1498,2020-03-29,Wyoming,56,88,0,3
1499,2020-03-30,Alabama,1,947,11,3
1500,2020-03-30,Alaska,2,120,2,3
1501,2020-03-30,Arizona,4,1169,20,3
1502,2020-03-30,Arkansas,5,508,7,3
1503,2020-03-30,California,6,7421,147,3
1504,2020-03-30,Colorado,8,2628,51,3
1481,2020-03-29,Ohio,39,1665,30,3
1479,2020-03-29,North Dakota,38,97,1,3
1506,2020-03-30,Delaware,10,264,7,3
1478,2020-03-29,North Carolina,37,1166,6,3
1572,2020-03-31,Kentucky,21,590,18,3
1571,2020-03-31,Kansas,20,435,10,3
1570,2020-03-31,Iowa,19,498,7,3
1569,2020-03-31,Indiana,18,2177,61,3
1568,2020-03-31,Illinois,17,5992,107,3
1567,2020-03-31,Idaho,16,526,9,3
1566,2020-03-31,Hawaii,15,224,1,3
1565,2020-03-31,Guam,66,139,2,3
1564,2020-03-31,Georgia,13,4116,126,3
1562,2020-03-31,District of Columbia,11,495,9,3
1561,2020-03-31,Delaware,10,319,10,3
1560,2020-03-31,Connecticut,9,3128,69,3
1467,2020-03-29,Michigan,26,5486,132,3
1468,2020-03-29,Minnesota,27,504,9,3
1469,2020-03-29,Mississippi,28,759,14,3
1470,2020-03-29,Missouri,29,902,12,3
1471,2020-03-29,Montana,30,161,1,3
1472,2020-03-29,Nebraska,31,138,2,3
1473,2020-03-29,Nevada,32,920,15,3
1474,2020-03-29,New Hampshire,33,258,3,3
1475,2020-03-29,New Jersey,34,13386,161,3
1476,2020-03-29,New Mexico,35,237,2,3
1477,2020-03-29,New York,36,59783,1180,3
1505,2020-03-30,Connecticut,9,2571,36,3
1507,2020-03-30,District of Columbia,11,401,9,3
1574,2020-03-31,Maine,23,303,5,3
1535,2020-03-30,Northern Mariana Islands,69,2,0,3
1537,2020-03-30,Oklahoma,40,481,17,3
1538,2020-03-30,Oregon,41,607,16,3
1539,2020-03-30,Pennsylvania,42,4156,48,3
1540,2020-03-30,Puerto Rico,72,174,6,3
1541,2020-03-30,Rhode Island,44,408,4,3
1542,2020-03-30,South Carolina,45,925,18,3
1543,2020-03-30,South Dakota,46,100,1,3
1544,2020-03-30,Tennessee,47,1721,13,3
1545,2020-03-30,Texas,48,3065,46,3
1546,2020-03-30,Utah,49,806,4,3
1547,2020-03-30,Vermont,50,256,12,3
1548,2020-03-30,Virgin Islands,78,30,0,3
1549,2020-03-30,Virginia,51,1020,26,3
1550,2020-03-30,Washington,53,5180,221,3
1551,2020-03-30,West Virginia,54,145,1,3
1552,2020-03-30,Wisconsin,55,1269,20,3
1553,2020-03-30,Wyoming,56,96,0,3
1554,2020-03-31,Alabama,1,999,14,3
1555,2020-03-31,Alaska,2,133,2,3
1556,2020-03-31,Arizona,4,1298,24,3
1557,2020-03-31,Arkansas,5,564,8,3
1558,2020-03-31,California,6,8583,184,3
1559,2020-03-31,Colorado,8,2990,69,3
1536,2020-03-30,Ohio,39,1933,40,3
1534,2020-03-30,North Dakota,38,109,3,3
1508,2020-03-30,Florida,12,5695,72,3
1533,2020-03-30,North Carolina,37,1303,6,3
1510,2020-03-30,Guam,66,60,1,3
1511,2020-03-30,Hawaii,15,204,0,3
1512,2020-03-30,Idaho,16,415,7,3
1513,2020-03-30,Illinois,17,5070,84,3
1514,2020-03-30,Indiana,18,1797,44,3
1515,2020-03-30,Iowa,19,424,6,3
1516,2020-03-30,Kansas,20,374,9,3
1517,2020-03-30,Kentucky,21,480,11,3
1518,2020-03-30,Louisiana,22,4024,186,3
1519,2020-03-30,Maine,23,275,3,3
1520,2020-03-30,Maryland,24,1415,15,3
1521,2020-03-30,Massachusetts,25,5752,56,3
1522,2020-03-30,Michigan,26,6508,197,3
1523,2020-03-30,Minnesota,27,576,10,3
1524,2020-03-30,Mississippi,28,848,16,3
1525,2020-03-30,Missouri,29,1049,13,3
1526,2020-03-30,Montana,30,177,4,3
1527,2020-03-30,Nebraska,31,185,3,3
1528,2020-03-30,Nevada,32,1044,18,3
1529,2020-03-30,New Hampshire,33,314,3,3
1530,2020-03-30,New Jersey,34,16636,199,3
1531,2020-03-30,New Mexico,35,282,4,3
1532,2020-03-30,New York,36,67504,1512,3
1573,2020-03-31,Louisiana,22,5237,240,3
1563,2020-03-31,Florida,12,6742,85,3
1575,2020-03-31,Maryland,24,1662,18,3
1433,2020-03-28,South Dakota,46,68,1,3
1422,2020-03-28,New York,36,53517,935,3
1423,2020-03-28,North Carolina,37,972,4,3
1424,2020-03-28,North Dakota,38,93,1,3
1425,2020-03-28,Northern Mariana Islands,69,2,0,3
1426,2020-03-28,Ohio,39,1406,25,3
1427,2020-03-28,Oklahoma,40,377,15,3
1428,2020-03-28,Oregon,41,480,13,3
1429,2020-03-28,Pennsylvania,42,2815,35,3
1430,2020-03-28,Puerto Rico,72,100,3,3
1431,2020-03-28,Rhode Island,44,239,2,3
1432,2020-03-28,South Carolina,45,661,15,3
1434,2020-03-28,Tennessee,47,1363,6,3
1447,2020-03-29,Arkansas,5,449,6,3
1435,2020-03-28,Texas,48,2381,30,3
1576,2020-03-31,Massachusetts,25,6620,89,3
1437,2020-03-28,Vermont,50,211,12,3
1438,2020-03-28,Virgin Islands,78,19,0,3
1439,2020-03-28,Virginia,51,739,17,3
1440,2020-03-28,Washington,53,4311,193,3
1441,2020-03-28,West Virginia,54,113,0,3
1442,2020-03-28,Wisconsin,55,1042,17,3
1443,2020-03-28,Wyoming,56,85,0,3
1444,2020-03-29,Alabama,1,830,5,3
1445,2020-03-29,Alaska,2,114,2,3
1421,2020-03-28,New Mexico,35,210,2,3
1420,2020-03-28,New Jersey,34,11124,140,3
1419,2020-03-28,New Hampshire,33,214,2,3
1418,2020-03-28,Nevada,32,738,14,3
1395,2020-03-28,Connecticut,9,1524,33,3
1396,2020-03-28,Delaware,10,214,5,3
1397,2020-03-28,District of Columbia,11,304,4,3
1398,2020-03-28,Florida,12,4038,56,3
1399,2020-03-28,Georgia,13,2447,79,3
1400,2020-03-28,Guam,66,57,1,3
1401,2020-03-28,Hawaii,15,151,0,3
1402,2020-03-28,Idaho,16,262,5,3
1403,2020-03-28,Illinois,17,3547,50,3
1404,2020-03-28,Indiana,18,1239,38,3
1405,2020-03-28,Iowa,19,298,3,3
1406,2020-03-28,Kansas,20,272,6,3
1407,2020-03-28,Kentucky,21,394,9,3
1408,2020-03-28,Louisiana,22,3315,137,3
1409,2020-03-28,Maine,23,211,1,3
1410,2020-03-28,Maryland,24,1066,10,3
1411,2020-03-28,Massachusetts,25,4257,44,3
1412,2020-03-28,Michigan,26,4634,112,3
1413,2020-03-28,Minnesota,27,442,5,3
1414,2020-03-28,Mississippi,28,669,13,3
1415,2020-03-28,Missouri,29,837,11,3
1416,2020-03-28,Montana,30,147,1,3
1417,2020-03-28,Nebraska,31,122,2,3
1446,2020-03-29,Arizona,4,930,18,3
1436,2020-03-28,Utah,49,608,2,3
1448,2020-03-29,California,6,6321,132,3
1601,2020-03-31,Utah,49,887,5,3
1599,2020-03-31,Tennessee,47,2049,13,3
1598,2020-03-31,South Dakota,46,107,1,3
1597,2020-03-31,South Carolina,45,1083,22,3
1596,2020-03-31,Rhode Island,44,488,8,3
1595,2020-03-31,Puerto Rico,72,239,8,3
1594,2020-03-31,Pennsylvania,42,4997,72,3
1593,2020-03-31,Oregon,41,690,18,3
1592,2020-03-31,Oklahoma,40,566,23,3
1591,2020-03-31,Ohio,39,2199,55,3
1449,2020-03-29,Colorado,8,2315,47,3
1589,2020-03-31,North Dakota,38,126,3,3
1588,2020-03-31,North Carolina,37,1527,10,3
1587,2020-03-31,New York,36,76211,1929,3
1586,2020-03-31,New Mexico,35,315,5,3
1585,2020-03-31,New Jersey,34,18696,267,3
1584,2020-03-31,New Hampshire,33,367,3,3
1583,2020-03-31,Nevada,32,1113,26,3
1582,2020-03-31,Nebraska,31,199,4,3
1581,2020-03-31,Montana,30,198,5,3
1580,2020-03-31,Missouri,29,1350,15,3
1579,2020-03-31,Mississippi,28,937,20,3
1578,2020-03-31,Minnesota,27,629,12,3
1577,2020-03-31,Michigan,26,7629,264,3
1600,2020-03-31,Texas,48,3588,57,3
1590,2020-03-31,Northern Mariana Islands,69,2,0,3
1602,2020-03-31,Vermont,50,293,13,3
1460,2020-03-29,Iowa,19,336,4,3
1603,2020-03-31,Virgin Islands,78,30,0,3
1451,2020-03-29,Delaware,10,232,6,3
1452,2020-03-29,District of Columbia,11,342,5,3
1453,2020-03-29,Florida,12,4943,60,3
1454,2020-03-29,Georgia,13,2683,83,3
1455,2020-03-29,Guam,66,58,1,3
1456,2020-03-29,Hawaii,15,175,0,3
1457,2020-03-29,Idaho,16,310,6,3
1458,2020-03-29,Illinois,17,4615,71,3
1459,2020-03-29,Indiana,18,1522,40,3
1450,2020-03-29,Connecticut,9,1993,34,3
1461,2020-03-29,Kansas,20,333,7,3
1608,2020-03-31,Wyoming,56,121,0,3
1462,2020-03-29,Kentucky,21,439,9,3
1605,2020-03-31,Washington,53,5293,226,3
1606,2020-03-31,West Virginia,54,162,1,3
1607,2020-03-31,Wisconsin,55,1351,25,3
1604,2020-03-31,Virginia,51,1249,27,3
1466,2020-03-29,Massachusetts,25,4955,48,3
1465,2020-03-29,Maryland,24,1244,11,3
1464,2020-03-29,Maine,23,253,3,3
1463,2020-03-29,Louisiana,22,3539,153,3
